ADMISSION_YEAR,SOCIOECONOMICAL_INDEX,SEX,HIGHSCHOOL_TYPE,YEAR_OF_BIRTH,COUNTRY_OF_BIRTH,CITY_OF_BIRTH,ACADEMIC_LEVEL,COURSE_ID,YEAR,SEMESTER,PROFESSOR_ID,"('mean', 'ICM00166')","('mean', 'ICM00216')","('mean', 'ICM00604')","('mean', 'ICM00646')","('count', 'ICM00166')","('count', 'ICM00216')","('count', 'ICM00604')","('count', 'ICM00646')"
2000,8,M,Instituto,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,2S,44941,6.45,7.05,6.85,6.1,0.0,1.0,1.0,1.0
2000,7,M,Nacional,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,2S,39926,6.2,8.1,8.15,7.375,0.0,1.0,1.0,2.0
2000,7,M,Particular,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,2S,38816,6.15,7.9,6.15,8.1,0.0,1.0,1.0,1.0
2000,5,M,Nacional,1984,ECUADOR,MILAGRO,TERCER NIVEL (PREGRADO),ICM00216,2000,2S,33298,6.55,7.25,8.1,9.25,0.0,1.0,1.0,1.0
2000,8,M,Instituto,1982,ECUADOR,MILAGRO,TERCER NIVEL (PREGRADO),ICM00216,2000,2S,2752,6.0,6.4,6.05,6.8,0.0,1.0,1.0,1.0
2000,10,F,Particular,1981,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,2S,41430,7.1,5.575,6.55,7.6,0.0,2.0,1.0,1.0
2000,8,M,Particular,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,2S,38816,7.25,6.4,6.35,7.1,0.0,1.0,1.0,1.0
2000,3,F,Nacional,1981,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,2S,41430,6.25,6.699999999999999,7.65,6.3,0.0,2.0,1.0,1.0
2000,7,M,Nacional,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,2S,41430,8.3,8.5,7.55,8.65,0.0,1.0,1.0,1.0
2000,13,M,Fiscal,1981,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,2S,33298,6.35,7.15,7.15,7.0,0.0,1.0,1.0,1.0
2000,3,M,Nacional,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,2S,41430,7.05,7.5,6.55,8.15,0.0,1.0,1.0,1.0
2000,5,M,Particular,1982,ECUADOR,LOJA,TERCER NIVEL (PREGRADO),ICM00216,2000,2S,30468,6.1,5.5,6.15,6.3,0.0,2.0,1.0,1.0
2000,12,M,Particular,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,2S,41430,6.3,6.5,5.425,6.4,0.0,2.0,2.0,2.0
2000,3,M,Particular,1981,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2000,2S,39926,7.0,8.8,7.9,9.85,0.0,1.0,1.0,1.0
2000,24,M,Particular,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,22722,6.35,6.175000000000001,6.5,7.95,0.0,2.0,1.0,1.0
2000,8,M,Nacional,1982,ECUADOR,RIOBAMBA,TERCER NIVEL (PREGRADO),ICM00216,2000,2S,30468,6.3,5.916666666666667,5.5,4.033333333333332,0.0,3.0,2.0,3.0
2000,21,M,Particular,1983,ECUADOR,PORTOVIEJO,TERCER NIVEL (PREGRADO),ICM00216,2000,2S,30468,6.8,5.15,4.716666666666666,3.5333333333333337,0.0,2.0,3.0,3.0
2000,5,M,Particular,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,39926,6.0,6.3,6.5,8.2,0.0,1.0,1.0,1.0
2001,3,M,Fiscal,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,2S,5761,6.55,6.4,6.0,7.1,0.0,1.0,1.0,1.0
2001,28,M,Particular,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,30468,7.5,7.2,7.4,8.15,0.0,1.0,1.0,1.0
2001,17,M,Particular,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,41430,7.25,6.95,7.35,7.85,0.0,1.0,1.0,1.0
2001,12,M,Particular,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,41430,6.65,6.0,6.25,6.9,0.0,1.0,1.0,1.0
2001,28,F,Particular,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,30468,7.85,6.55,6.15,6.4,0.0,1.0,1.0,1.0
2001,11,M,Particular,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,2752,7.1,6.4,8.5,8.7,0.0,1.0,1.0,1.0
2001,14,M,Particular,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,30468,7.9,9.6,7.45,7.3,0.0,1.0,1.0,1.0
2001,16,M,Particular,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,44941,6.7,7.6,8.15,8.45,0.0,1.0,1.0,1.0
2001,12,M,Particular,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,44941,6.0,9.0,7.25,8.6,0.0,1.0,1.0,1.0
2001,19,M,Particular,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,41430,8.7,8.75,8.5,8.75,0.0,1.0,1.0,1.0
2001,19,M,Particular,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,30468,6.25,8.5,6.25,8.05,0.0,1.0,1.0,1.0
2001,7,M,Nacional,1981,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,2752,6.2,8.3,7.35,8.6,0.0,1.0,1.0,1.0
2001,9,M,Particular,1980,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,2752,6.05,6.75,6.55,6.65,0.0,1.0,1.0,1.0
2001,19,M,Particular,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,7694,6.55,6.0,6.05,6.0,0.0,1.0,1.0,1.0
2001,11,M,Particular,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,2S,5761,7.3,8.85,7.7,7.95,0.0,1.0,1.0,1.0
2001,11,M,Nacional,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,44941,6.85,7.7,8.25,7.25,0.0,1.0,1.0,1.0
2001,9,M,Particular,1981,ECUADOR,LATACUNGA,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,39926,6.45,6.6,6.0,7.35,0.0,1.0,1.0,1.0
2001,8,M,Particular,1983,ECUADOR,BABAHOYO,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,44941,7.2,7.6,8.0,7.3,0.0,1.0,1.0,1.0
2001,9,M,Particular,1984,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2002,1S,39926,8.5,8.35,8.05,8.55,0.0,1.0,1.0,1.0
2001,29,M,Particular,1984,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2002,1S,39926,7.75,7.1,6.9,8.35,0.0,1.0,1.0,1.0
2001,16,M,Particular,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,30468,6.0,7.15,6.0,6.0,0.0,1.0,1.0,1.0
2001,12,F,Particular,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,33586,6.45,6.85,6.75,6.15,0.0,1.0,1.0,1.0
2001,9,F,Fiscal,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,2752,7.45,6.45,6.75,7.2,0.0,1.0,1.0,1.0
2001,16,M,Particular,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,30468,6.25,6.125,5.65,7.75,0.0,2.0,2.0,1.0
2001,11,M,Particular,1984,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2002,1S,39926,8.65,8.5,8.15,7.2,0.0,1.0,1.0,1.0
2001,18,M,Particular,1985,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,2752,6.55,6.9,6.0,7.8,0.0,1.0,1.0,1.0
2001,7,M,Instituto,1984,ECUADOR,LOJA,TERCER NIVEL (PREGRADO),ICM00216,2002,1S,44941,6.5,6.05,6.15,7.8,0.0,1.0,1.0,1.0
2001,10,M,Particular,1984,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2002,1S,39926,8.15,6.7,7.25,8.0,0.0,1.0,1.0,1.0
2001,11,M,Particular,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,33586,6.75,8.05,5.183333333333334,5.25,0.0,1.0,3.0,3.0
2001,7,M,Particular,1982,ECUADOR,LIBERTAD,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,44941,6.15,6.225,6.0,6.8,0.0,2.0,1.0,1.0
2001,15,F,Fiscal,1984,ECUADOR,ESMERALDAS,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,30468,8.25,9.1,7.85,7.45,0.0,1.0,1.0,1.0
2001,14,F,Particular,1983,ECUADOR,CUENCA,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,2752,6.4,7.1,6.75,6.9,0.0,1.0,1.0,1.0
2001,14,F,Particular,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2002,1S,39926,6.5,6.3,6.05,7.65,0.0,2.0,1.0,1.0
2001,14,F,Particular,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2002,1S,41430,6.95,8.55,8.25,9.15,0.0,1.0,1.0,1.0
2001,11,M,Particular,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,41430,6.9,8.3,7.3,6.4,0.0,1.0,1.0,1.0
2001,11,F,Particular,1982,ECUADOR,MILAGRO,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,33586,6.45,7.15,6.05,7.55,0.0,1.0,1.0,1.0
2001,8,M,Fiscal,1982,ECUADOR,VENTANAS,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,41430,7.2,5.775,6.95,6.95,0.0,2.0,1.0,1.0
2001,37,M,Particular,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2002,1S,22722,6.1,6.5,5.25,5.7,0.0,1.0,2.0,2.0
2001,11,M,Nacional,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,41430,6.75,8.4,7.8,8.3,0.0,1.0,1.0,1.0
2001,40,M,Particular,1984,ECUADOR,QUITO,TERCER NIVEL (PREGRADO),ICM00216,2002,1S,22722,6.2,5.25,4.975,5.925,0.0,3.0,2.0,2.0
2001,15,M,Particular,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,22722,6.2,6.0,6.9,6.3,0.0,1.0,1.0,1.0
2001,7,M,Particular,1983,ECUADOR,PAUTE,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,22722,6.0,6.5,7.65,7.45,0.0,1.0,1.0,1.0
2001,14,M,Particular,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,22722,6.55,6.5,7.6,7.7,0.0,1.0,1.0,1.0
2001,11,M,Particular,1984,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2002,1S,41430,8.3,9.1,8.5,9.7,0.0,1.0,1.0,1.0
2001,5,M,Nacional,1981,ECUADOR,SANTA ELENA,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,41430,6.0,6.65,4.775,6.3,0.0,1.0,2.0,1.0
2001,21,F,Particular,1984,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2002,1S,39926,7.1,6.625,7.0,7.7,0.0,2.0,1.0,1.0
2001,13,M,Particular,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,2752,7.55,8.65,9.45,8.2,0.0,1.0,1.0,1.0
2001,11,M,Fisco-Misional,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,2752,6.3,6.0,6.4,5.825,0.0,1.0,1.0,2.0
2001,18,M,Particular,1983,ECUADOR,QUEVEDO,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,41430,0.0,6.35,4.8,5.475,0.0,1.0,2.0,2.0
2001,10,M,Particular,1981,ECUADOR,MANTA,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,33586,6.1,6.45,6.0,6.125,0.0,1.0,1.0,2.0
2001,5,M,Nacional,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,22722,6.0,6.2,6.1,6.25,0.0,1.0,1.0,1.0
2001,10,M,Particular,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,44941,6.0,7.0,7.65,6.5,0.0,1.0,1.0,1.0
2001,8,M,Fisco-Misional,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,22722,6.1,6.2,6.6,6.05,0.0,1.0,1.0,1.0
2001,16,M,Particular,1984,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2002,1S,39926,6.95,6.375,6.35,7.8,0.0,2.0,1.0,1.0
2001,9,M,Particular,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,30468,6.75,6.65,5.5,5.35,0.0,1.0,2.0,2.0
2001,7,M,Fiscal,1978,ECUADOR,LA TRONCAL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,30468,6.05,5.85,4.85,6.75,0.0,2.0,3.0,1.0
2001,8,M,Instituto,1983,ECUADOR,LOJA,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,2752,7.7,6.25,5.675000000000001,5.550000000000001,0.0,1.0,2.0,2.0
2001,17,F,Particular,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,39926,6.0,6.2,6.6,6.3,0.0,1.0,1.0,1.0
2001,9,M,Particular,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,44941,6.35,7.55,8.55,6.0,0.0,1.0,1.0,1.0
2001,15,M,Particular,1984,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2002,1S,39926,7.6,6.3,6.75,7.85,0.0,1.0,1.0,1.0
2001,23,M,Particular,1984,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2002,2S,38816,8.1,5.65,5.725,6.6000000000000005,0.0,2.0,2.0,2.0
2001,23,M,Particular,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,30468,6.9,8.5,7.45,7.15,0.0,1.0,1.0,1.0
2001,6,M,Nacional,1982,ECUADOR,VENTANAS,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,41430,6.1,8.5,7.1,6.8,0.0,1.0,1.0,1.0
2001,13,F,Particular,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,44941,6.05,5.574999999999999,6.35,7.1,0.0,2.0,1.0,1.0
2001,7,M,Fiscal,1984,ECUADOR,ESMERALDAS,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,22722,6.8,7.0,6.75,7.15,0.0,1.0,1.0,1.0
2001,17,M,Particular,1983,ECUADOR,MACHALA,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,41430,6.2,7.4,7.95,6.6,0.0,1.0,1.0,1.0
2001,8,M,Particular,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,2752,6.55,7.05,6.15,6.1,0.0,1.0,1.0,1.0
2001,14,M,Particular,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,33586,7.3,7.45,6.3,6.949999999999999,0.0,1.0,1.0,2.0
2001,13,M,Particular,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,44941,6.0,6.0,6.25,8.05,0.0,1.0,2.0,1.0
2001,7,M,Particular,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,41430,6.95,5.683333333333334,3.75,6.0,0.0,3.0,2.0,1.0
2001,10,F,Particular,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,30468,6.0,6.1,6.15,6.05,0.0,1.0,1.0,1.0
2001,14,M,Particular,1984,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2002,1S,39926,7.65,7.75,6.95,6.7,0.0,1.0,1.0,1.0
2001,10,M,Particular,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,41430,6.0,6.175,6.2,6.8,0.0,2.0,1.0,1.0
2001,8,F,Fiscal,1984,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,2752,7.05,6.0,8.3,7.2,0.0,1.0,1.0,1.0
2001,4,F,Particular,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,2752,6.35,6.6,7.05,6.15,0.0,1.0,1.0,1.0
2001,12,F,Fiscal,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,39926,7.85,6.95,6.35,5.775,0.0,1.0,2.0,2.0
2001,15,M,Liceo,1984,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,44941,7.2,8.85,7.4,7.1,0.0,1.0,1.0,1.0
2001,9,M,Particular,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,39926,7.2,7.05,6.35,7.6,0.0,1.0,1.0,1.0
2001,9,M,Nacional,1982,ECUADOR,SALITRE,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,41430,6.95,7.2,6.0,6.1,0.0,1.0,1.0,1.0
2001,12,M,Particular,1984,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2002,1S,39926,10.0,9.4,9.2,10.0,0.0,1.0,1.0,1.0
2001,13,M,Particular,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,41430,6.0,8.05,7.75,5.475,0.0,1.0,1.0,2.0
2001,5,M,Nacional,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,22722,7.05,7.8,8.6,8.6,0.0,1.0,1.0,1.0
2001,27,M,Particular,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,30468,6.7,6.3,6.65,6.0,0.0,1.0,1.0,1.0
2001,11,M,Fiscal,1984,ECUADOR,ESMERALDAS,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,33586,7.15,8.5,8.3,7.8,0.0,1.0,1.0,1.0
2001,11,M,Particular,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,41430,6.4,8.65,6.8,6.65,0.0,1.0,1.0,1.0
2001,26,M,Particular,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,39926,7.85,6.8,7.25,6.85,0.0,1.0,1.0,1.0
2001,21,M,Particular,1981,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,2752,6.35,5.525,6.05,5.25,0.0,2.0,1.0,2.0
2001,10,F,Particular,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,39926,6.0,8.2,7.0,7.25,0.0,1.0,1.0,1.0
2001,7,M,Particular,1984,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2002,1S,7694,7.15,7.15,6.2,7.45,0.0,1.0,1.0,1.0
2001,10,M,Nacional,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,41430,6.3,7.95,6.6,6.15,0.0,1.0,1.0,1.0
2001,11,M,Particular,1982,ECUADOR,MACHALA,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,2752,8.35,7.3,7.55,8.0,0.0,1.0,1.0,1.0
2001,8,M,Particular,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,30468,6.4,6.1,6.0,7.2,0.0,1.0,1.0,1.0
2001,10,M,Particular,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,41430,6.8,9.25,8.15,7.8,0.0,1.0,1.0,1.0
2001,12,M,Particular,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,41430,6.1,7.55,6.0,6.05,0.0,1.0,1.0,1.0
2001,16,M,Particular,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,2752,6.25,6.7,7.3,6.5,0.0,1.0,1.0,1.0
2001,16,M,Particular,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,41430,6.1,6.7,6.4,6.85,0.0,1.0,1.0,1.0
2001,7,M,Nacional,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,44941,6.15,8.25,7.5,6.45,0.0,1.0,1.0,1.0
2001,34,M,Particular,1983,ECUADOR,QUITO,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,22722,7.65,7.4,7.2,8.05,0.0,1.0,1.0,1.0
2001,17,M,Particular,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,22722,9.0,9.2,9.4,7.9,0.0,1.0,1.0,1.0
2001,5,M,Nacional,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,41430,6.0,8.55,6.35,6.0,0.0,1.0,1.0,1.0
2001,11,F,Particular,1982,ECUADOR,ANCON,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,41430,6.9,6.65,6.15,6.199999999999999,0.0,2.0,1.0,2.0
2001,10,M,Particular,1982,ECUADOR,DAULE,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,44941,6.35,6.9,6.65,7.45,0.0,1.0,1.0,1.0
2001,6,M,Nacional,1983,ECUADOR,TENGUEL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,7694,6.35,5.166666666666667,5.075,7.3,0.0,3.0,2.0,1.0
2001,12,M,Particular,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,7694,6.0,6.025,6.425,6.25,0.0,2.0,2.0,1.0
2001,8,M,Instituto,1983,ECUADOR,RIOBAMBA,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,7694,6.65,7.05,7.05,6.3,0.0,1.0,1.0,1.0
2001,5,M,Nacional,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,44941,6.7,7.25,6.25,8.35,0.0,1.0,1.0,1.0
2001,7,M,Nacional,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,44941,7.15,5.725,3.05,6.0,0.0,2.0,2.0,1.0
2001,6,M,Nacional,1984,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,7694,6.65,6.2,5.725,6.35,0.0,1.0,2.0,2.0
2001,10,M,Particular,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,44941,6.4,5.083333333333333,5.875,5.716666666666666,0.0,3.0,2.0,3.0
2001,9,M,Particular,1983,ECUADOR,ANCON,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,44941,6.2,6.0,6.1,6.35,0.0,1.0,1.0,1.0
2001,28,M,Particular,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2002,1S,2752,7.7,7.85,6.05,7.45,0.0,1.0,1.0,1.0
2001,5,M,Nacional,1981,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,7694,6.3,5.5,5.95,5.55,0.0,2.0,2.0,2.0
2001,12,M,Particular,1982,ECUADOR,MANTA,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,44941,6.55,5.975,4.6000000000000005,4.866666666666667,0.0,2.0,3.0,3.0
2001,11,M,Fisco-Misional,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,44941,6.35,5.55,6.0,6.65,0.0,2.0,1.0,1.0
2001,7,F,Particular,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,7694,6.6,6.0,5.65,3.425,0.0,1.0,2.0,2.0
2001,10,M,Particular,1983,ECUADOR,AMBATO,TERCER NIVEL (PREGRADO),ICM00216,2003,2S,33586,6.8,7.15,6.85,8.55,0.0,1.0,1.0,1.0
2001,12,F,Fiscal,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,44941,6.4,6.45,6.8,6.75,0.0,1.0,1.0,1.0
2001,7,M,Nacional,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,7694,6.65,6.275,6.3,9.3,0.0,2.0,1.0,1.0
2001,5,M,Instituto,1983,ECUADOR,MARCELINO MARIDUEÑA,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,7694,7.6,8.0,7.45,7.55,0.0,1.0,1.0,1.0
2001,14,F,Particular,1983,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,44941,7.15,6.25,6.55,5.575,0.0,1.0,1.0,2.0
2001,12,M,Particular,1984,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,41430,6.55,6.85,6.0,7.2,0.0,1.0,1.0,1.0
2001,7,M,Nacional,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,2S,5761,6.55,8.35,6.9,8.5,0.0,1.0,1.0,1.0
2001,14,F,Particular,1983,ECUADOR,MILAGRO,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,44941,7.05,6.0,7.1,6.65,0.0,1.0,2.0,1.0
2001,19,M,Particular,1981,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,44941,6.2,6.4,3.25,6.0,0.0,2.0,2.0,1.0
2001,8,M,Particular,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,7694,6.0,7.35,7.15,6.7,0.0,1.0,1.0,1.0
2001,24,F,Particular,1982,ECUADOR,GUAYAQUIL,TERCER NIVEL (PREGRADO),ICM00216,2001,1S,7694,5.45,6.25,6.4,6.2,0.0,1.0,1.0,1.0
