NEW_COD_STUDENT,YEAR,SEMESTER,Course_encode,COURSE_NAME,COURSE_ID
2071,2004,2T,297 296 1853 531,PATRIMONIO CULTURAL PREHISPçNICO TEORêA DEL ARTE PROTECCIONES ELECTRICA (1998) FUNDAMENTOS DE AUDITORêA,ICM00158 FIEC03236 FIEC05561 ICHE01420
2071,2005,1T,18 16 460 1785 631,DISE„O PARA MANUFACTURA LOGêSTICA MOD:EXTENS.RURAL Y COOPERAT. ANçLISIS NUMƒRICO (F) RECUPERACION MEJORADA,FIEC02097 FIEC01578 FIEC00679 FIEC04275 ICHE03541
2071,2005,2T,227 1638 17 247,CONTABILIDAD I (1998-3) INGLƒS AVANZADO A PLANEAC.RECURSOS MANUFACTURA (IAPI) TRANSFERENCIA DE CALOR II,FIEC05553 FIEC03046 FIEC05645 FMAR04093
2071,2006,1T,807 1639 15 986 40,ECOLOGêA Y EDUCACIîN AMBIENTAL (B) INGLƒS BçSICO B PRODUCCIîN II (1997) GEOGRAFêA FêSICA Y AMBIENTAL LOGêSTICA I,FIEC01545 FIEC03053 FIEC05546 FIEC05355 CELEX00083
2071,2006,2T,1567 154 388 1505,ECOLOGêA Y EDUCACIîN AMBIENTAL (B) DISE„O Y CONTROL DE EMPAQUE INGENIERêA SANITARIA II ECOLOGêA Y EDUCACIîN AMBIENTAL (B),FIEC03459 FIEC05306 FIEC05579 FIEC05884
2072,2001,1T,137 148 65 426 193,EVALUACIîN Y CONTROL DE LA CALIDAD ALIMENTARIA (IAL) TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA INVESTIGACIîN DE OPERACIONES II COMPORTAMIENTO ORGANIZACIONAL INGLƒS AVANZADO B,ICF00463 ICF00471 ICHE00877 ICM00216 ICQ00018
2072,2001,2T,580 898 138 416 428 722,DERECHO II EDUCACIîN MUSICAL TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA COMPORTAMIENTO ORGANIZACIONAL COMPORTAMIENTO ORGANIZACIONAL FIS.EXPERIMENTAL I,FIEC04341 FIEC04358 ICF00489 ICM00604 ICM00646 ICM00901
2072,2002,1T,138 168 297 147 643 788,TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA INGLƒS BçSICO A PATRIMONIO CULTURAL PREHISPçNICO TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA RECUPERACION MEJORADA ECOL.EDUC.AMB.,ICF00489 ICHE00885 ICM00158 ICM00166 ICM00653 FIEC03012
2072,2002,2T,195 297 197 788 397,INGLƒS AVANZADO B PATRIMONIO CULTURAL PREHISPçNICO INGLƒS BçSICO B ECOL.EDUC.AMB. INGENIERêA SANITARIA II,ICHE02675 ICM00158 FIEC01735 FIEC03012 ICHE01065
2072,2003,1T,461 899 1568 1076 216,ADM. RURAL Y COMERCIALIZACIîN COMUNICACIîN Y PRESENTACIONES EFECTIVAS SISTEMAS DE INFORMACIîN TƒCNICAS PICTîRICAS(SIST.MOD.DIS.GRçF.) INGLƒS AVANZADO A,FIEC00299 FIEC04374 FIEC05066 FIEC00075 FIEC01800
2072,2003,2T,787 144 462 292 328,TEC.EXP.ORAL Y ESCR. EVALUACIîN Y CONTROL DE LA CALIDAD ALIMENTARIA (IAL) MOD:EXTENS.RURAL Y COOPERAT. TEORêA DEL ARTE TEORêA DEL ARTE,FIEC01552 FIEC03426 FIEC00745 FIEC01099 FIEC04382
2072,2004,1T,84 463 227 16 1853,SISTEMAS DISTRIBUIDOS MARKETING ESTRATEGICO CONTABILIDAD I (1998-3) LOGêSTICA PROTECCIONES ELECTRICA (1998),ICHE02089 FIEC03319 FIEC05553 FIEC01578 FIEC05561
2072,2004,2T,1350 18 1638 986 123,CULTIVO DE PLANCTON DISE„O PARA MANUFACTURA INGLƒS AVANZADO A GEOGRAFêA FêSICA Y AMBIENTAL EVALUACIîN Y CONTROL DE LA CALIDAD ALIMENTARIA (IAL),FIEC04390 FIEC02097 FIEC03046 FIEC05355 ICHE00448
2072,2005,1T,155 1639 1293 631,QUêMICA ORGçNICA II INGLƒS BçSICO B AUDIT. SIST. INFORMATICO I RECUPERACION MEJORADA,FIEC02105 FIEC03053 FIEC03079 ICHE03541
2072,2005,2T,1567 154 807 15 531 63,ECOLOGêA Y EDUCACIîN AMBIENTAL (B) DISE„O Y CONTROL DE EMPAQUE ECOLOGêA Y EDUCACIîN AMBIENTAL (B) PRODUCCIîN II (1997) FUNDAMENTOS DE AUDITORêA INVESTIGACIîN DE OPERACIONES II,FIEC03459 FIEC05306 FIEC01545 FIEC05546 ICHE01420 ICHE01040
2082,2001,1T,137 148 426 193,EVALUACIîN Y CONTROL DE LA CALIDAD ALIMENTARIA (IAL) TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA COMPORTAMIENTO ORGANIZACIONAL INGLƒS AVANZADO B,ICF00463 ICF00471 ICM00216 ICQ00018
2082,2001,2T,138 65 416 428,TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA INVESTIGACIîN DE OPERACIONES II COMPORTAMIENTO ORGANIZACIONAL COMPORTAMIENTO ORGANIZACIONAL,ICF00489 ICHE00877 ICM00604 ICM00646
2082,2002,1T,138 168 428 397,TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA INGLƒS BçSICO A COMPORTAMIENTO ORGANIZACIONAL INGENIERêA SANITARIA II,ICF00489 ICHE00885 ICM00646 ICHE01065
2082,2002,2T,580 898 147 643 722,DERECHO II EDUCACIîN MUSICAL TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA RECUPERACION MEJORADA FIS.EXPERIMENTAL I,FIEC04341 FIEC04358 ICM00166 ICM00653 ICM00901
2082,2003,1T,580 898 147 643,DERECHO II EDUCACIîN MUSICAL TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA RECUPERACION MEJORADA,FIEC04341 FIEC04358 ICM00166 ICM00653
2082,2004,1T,195 722 197 788 407,INGLƒS AVANZADO B FIS.EXPERIMENTAL I INGLƒS BçSICO B ECOL.EDUC.AMB. COMPORTAMIENTO ORGANIZACIONAL,ICHE02675 ICM00901 FIEC01735 FIEC03012 ICHE00893
2082,2004,2T,461 1569 899 1372 328,ADM. RURAL Y COMERCIALIZACIîN SISTEMAS DE INFORMACIîN COMUNICACIîN Y PRESENTACIONES EFECTIVAS FISIOLOG.CRUST.MOLUSCOS TEORêA DEL ARTE,FIEC00299 FIEC04366 FIEC04374 ICHE03533 FIEC04382
2082,2005,1T,463 1567 1425 1491 1421,MARKETING ESTRATEGICO ECOLOGêA Y EDUCACIîN AMBIENTAL (B) HERRAMIENTAS DE COLABORACIîN DIGITAL BIOLOGêA MARINA HERRAMIENTAS DE COLABORACIîN DIGITAL,FIEC03319 FIEC03459 FIEC05439 FIEC05413 FIEC05405
2082,2005,2T,297 227 1422 1149,PATRIMONIO CULTURAL PREHISPçNICO CONTABILIDAD I (1998-3) HERRAMIENTAS DE COLABORACIîN DIGITAL ANçLISIS DE REDES ELƒCTRICAS II,ICM00158 FIEC05553 FIEC05421 FIEC05447
2082,2006,1T,18 1638 447 388 986 1423,DISE„O PARA MANUFACTURA INGLƒS AVANZADO A COMPORTAMIENTO ORGANIZACIONAL INGENIERêA SANITARIA II GEOGRAFêA FêSICA Y AMBIENTAL HERRAMIENTAS DE COLABORACIîN DIGITAL,FIEC02097 FIEC03046 FIEC04655 FIEC05579 FIEC05355 FIEC05470
2082,2006,2T,310 154 17 807 1639,ETNOGRAFêA Y FOLKLOR DISE„O Y CONTROL DE EMPAQUE PLANEAC.RECURSOS MANUFACTURA (IAPI) ECOLOGêA Y EDUCACIîN AMBIENTAL (B) INGLƒS BçSICO B,ICM00786 FIEC05306 FIEC05645 FIEC01545 FIEC03053
2082,2007,1T,15 247 1505 936 1424 464,PRODUCCIîN II (1997) TRANSFERENCIA DE CALOR II ECOLOGêA Y EDUCACIîN AMBIENTAL (B) GEOQUêMICA HERRAMIENTAS DE COLABORACIîN DIGITAL MARKETING SERVICIO,FIEC05546 FMAR04093 FIEC05884 FIEC05488 FIEC05462 FIEC05637
2087,2001,1T,137 148 426 193,EVALUACIîN Y CONTROL DE LA CALIDAD ALIMENTARIA (IAL) TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA COMPORTAMIENTO ORGANIZACIONAL INGLƒS AVANZADO B,ICF00463 ICF00471 ICM00216 ICQ00018
2087,2001,2T,138 1189 416 428 895,TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA LABORATORIO DE REDES ELƒCTRICAS COMPORTAMIENTO ORGANIZACIONAL COMPORTAMIENTO ORGANIZACIONAL EDUCACIîN MUSICAL,ICF00489 ICF00505 ICM00604 ICM00646 ICQ00026
2087,2002,1T,138 65 168 147 643,TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA INVESTIGACIîN DE OPERACIONES II INGLƒS BçSICO A TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA RECUPERACION MEJORADA,ICF00489 ICHE00877 ICHE00885 ICM00166 ICM00653
2087,2002,2T,147 643 397,TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA RECUPERACION MEJORADA INGENIERêA SANITARIA II,ICM00166 ICM00653 ICHE01065
2087,2004,2T,580 898 722 197 144,DERECHO II EDUCACIîN MUSICAL FIS.EXPERIMENTAL I INGLƒS BçSICO B EVALUACIîN Y CONTROL DE LA CALIDAD ALIMENTARIA (IAL),FIEC04341 FIEC04358 ICM00901 FIEC01735 FIEC03426
2087,2005,1T,898 722 197,EDUCACIîN MUSICAL FIS.EXPERIMENTAL I INGLƒS BçSICO B,FIEC04358 ICM00901 FIEC01735
2087,2005,2T,297 788 461 1076 216,PATRIMONIO CULTURAL PREHISPçNICO ECOL.EDUC.AMB. ADM. RURAL Y COMERCIALIZACIîN TƒCNICAS PICTîRICAS(SIST.MOD.DIS.GRçF.) INGLƒS AVANZADO A,ICM00158 FIEC03012 FIEC00299 FIEC00075 FIEC01800
2087,2006,1T,788 462 292 218,ECOL.EDUC.AMB. MOD:EXTENS.RURAL Y COOPERAT. TEORêA DEL ARTE CUENTAS NACIONALES,FIEC03012 FIEC00745 FIEC01099 FIEC04622
2087,2007,1T,1569 1638 631 986,SISTEMAS DE INFORMACIîN INGLƒS AVANZADO A RECUPERACION MEJORADA GEOGRAFêA FêSICA Y AMBIENTAL,FIEC04366 FIEC03046 ICHE03541 FIEC05355
2087,2007,2T,195 787 807 1639 460,INGLƒS AVANZADO B TEC.EXP.ORAL Y ESCR. ECOLOGêA Y EDUCACIîN AMBIENTAL (B) INGLƒS BçSICO B MOD:EXTENS.RURAL Y COOPERAT.,ICHE02675 FIEC01552 FIEC01545 FIEC03053 FIEC00679
2087,2008,1T,463 1567 154 1505,MARKETING ESTRATEGICO ECOLOGêA Y EDUCACIîN AMBIENTAL (B) DISE„O Y CONTROL DE EMPAQUE ECOLOGêA Y EDUCACIîN AMBIENTAL (B),FIEC03319 FIEC03459 FIEC05306 FIEC05884
2087,2008,2T,18 447 328 446 123,DISE„O PARA MANUFACTURA COMPORTAMIENTO ORGANIZACIONAL TEORêA DEL ARTE PSICOLOGêA INDUSTRIAL EVALUACIîN Y CONTROL DE LA CALIDAD ALIMENTARIA (IAL),FIEC02097 FIEC04655 FIEC04382 FIEC05603 ICHE00448
2103,2001,1T,137 148 426 193,EVALUACIîN Y CONTROL DE LA CALIDAD ALIMENTARIA (IAL) TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA COMPORTAMIENTO ORGANIZACIONAL INGLƒS AVANZADO B,ICF00463 ICF00471 ICM00216 ICQ00018
2103,2001,2T,138 1189 416 428 895,TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA LABORATORIO DE REDES ELƒCTRICAS COMPORTAMIENTO ORGANIZACIONAL COMPORTAMIENTO ORGANIZACIONAL EDUCACIîN MUSICAL,ICF00489 ICF00505 ICM00604 ICM00646 ICQ00026
2103,2002,1T,898 65 168 147 643 722,EDUCACIîN MUSICAL INVESTIGACIîN DE OPERACIONES II INGLƒS BçSICO A TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA RECUPERACION MEJORADA FIS.EXPERIMENTAL I,FIEC04358 ICHE00877 ICHE00885 ICM00166 ICM00653 ICM00901
2103,2002,2T,580 147 643 397,DERECHO II TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA RECUPERACION MEJORADA INGENIERêA SANITARIA II,FIEC04341 ICM00166 ICM00653 ICHE01065
2103,2003,1T,195 297 197 788 144,INGLƒS AVANZADO B PATRIMONIO CULTURAL PREHISPçNICO INGLƒS BçSICO B ECOL.EDUC.AMB. EVALUACIîN Y CONTROL DE LA CALIDAD ALIMENTARIA (IAL),ICHE02675 ICM00158 FIEC01735 FIEC03012 FIEC03426
2103,2003,2T,197 1569 899 328 399,INGLƒS BçSICO B SISTEMAS DE INFORMACIîN COMUNICACIîN Y PRESENTACIONES EFECTIVAS TEORêA DEL ARTE INGENIERêA SANITARIA II,FIEC01735 FIEC04366 FIEC04374 FIEC04382 ICHE01545
2103,2004,1T,461 1350 787 1076 16,ADM. RURAL Y COMERCIALIZACIîN CULTIVO DE PLANCTON TEC.EXP.ORAL Y ESCR. TƒCNICAS PICTîRICAS(SIST.MOD.DIS.GRçF.) LOGêSTICA,FIEC00299 FIEC04390 FIEC01552 FIEC00075 FIEC01578
2103,2004,2T,787 463 462 292 1293,TEC.EXP.ORAL Y ESCR. MARKETING ESTRATEGICO MOD:EXTENS.RURAL Y COOPERAT. TEORêA DEL ARTE AUDIT. SIST. INFORMATICO I,FIEC01552 FIEC03319 FIEC00745 FIEC01099 FIEC03079
2103,2005,1T,1567 227 462 1293 1853 631,ECOLOGêA Y EDUCACIîN AMBIENTAL (B) CONTABILIDAD I (1998-3) MOD:EXTENS.RURAL Y COOPERAT. AUDIT. SIST. INFORMATICO I PROTECCIONES ELECTRICA (1998) RECUPERACION MEJORADA,FIEC03459 FIEC05553 FIEC00745 FIEC03079 FIEC05561 ICHE03541
2103,2005,2T,18 1638 388 460 986,DISE„O PARA MANUFACTURA INGLƒS AVANZADO A INGENIERêA SANITARIA II MOD:EXTENS.RURAL Y COOPERAT. GEOGRAFêA FêSICA Y AMBIENTAL,FIEC02097 FIEC03046 FIEC05579 FIEC00679 FIEC05355
2103,2006,1T,154 807 1639 15 1505,DISE„O Y CONTROL DE EMPAQUE ECOLOGêA Y EDUCACIîN AMBIENTAL (B) INGLƒS BçSICO B PRODUCCIîN II (1997) ECOLOGêA Y EDUCACIîN AMBIENTAL (B),FIEC05306 FIEC01545 FIEC03053 FIEC05546 FIEC05884
2107,2001,1T,137 148 65 426 193,EVALUACIîN Y CONTROL DE LA CALIDAD ALIMENTARIA (IAL) TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA INVESTIGACIîN DE OPERACIONES II COMPORTAMIENTO ORGANIZACIONAL INGLƒS AVANZADO B,ICF00463 ICF00471 ICHE00877 ICM00216 ICQ00018
2107,2001,2T,137 426 416 193,EVALUACIîN Y CONTROL DE LA CALIDAD ALIMENTARIA (IAL) COMPORTAMIENTO ORGANIZACIONAL COMPORTAMIENTO ORGANIZACIONAL INGLƒS AVANZADO B,ICF00463 ICM00216 ICM00604 ICQ00018
2107,2002,1T,138 168 428 397,TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA INGLƒS BçSICO A COMPORTAMIENTO ORGANIZACIONAL INGENIERêA SANITARIA II,ICF00489 ICHE00885 ICM00646 ICHE01065
2107,2002,2T,580 898 138 147 643,DERECHO II EDUCACIîN MUSICAL TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA RECUPERACION MEJORADA,FIEC04341 FIEC04358 ICF00489 ICM00166 ICM00653
2107,2003,1T,580 147 197,DERECHO II TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA INGLƒS BçSICO B,FIEC04341 ICM00166 FIEC01735
2107,2003,2T,722 1084 788 461,FIS.EXPERIMENTAL I TƒCNICAS PICTîRICAS(SIST.MOD.DIS.GRçF.) ECOL.EDUC.AMB. ADM. RURAL Y COMERCIALIZACIîN,ICM00901 FIEC01776 FIEC03012 FIEC00299
2107,2004,1T,195 1569 899 463 328,INGLƒS AVANZADO B SISTEMAS DE INFORMACIîN COMUNICACIîN Y PRESENTACIONES EFECTIVAS MARKETING ESTRATEGICO TEORêA DEL ARTE,ICHE02675 FIEC04366 FIEC04374 FIEC03319 FIEC04382
2107,2004,2T,84 787 1491 1421,SISTEMAS DISTRIBUIDOS TEC.EXP.ORAL Y ESCR. BIOLOGêA MARINA HERRAMIENTAS DE COLABORACIîN DIGITAL,ICHE02089 FIEC01552 FIEC05413 FIEC05405
2107,2005,1T,62 1567 227 1422,INVESTIGACIîN DE OPERACIONES I ECOLOGêA Y EDUCACIîN AMBIENTAL (B) CONTABILIDAD I (1998-3) HERRAMIENTAS DE COLABORACIîN DIGITAL,ICHE01966 FIEC03459 FIEC05553 FIEC05421
2107,2005,2T,18 1638 14 388 631 1425,DISE„O PARA MANUFACTURA INGLƒS AVANZADO A INGENIERêA DE MƒTODOS INGENIERêA SANITARIA II RECUPERACION MEJORADA HERRAMIENTAS DE COLABORACIîN DIGITAL,FIEC02097 FIEC03046 FIEC05314 FIEC05579 ICHE03541 FIEC05439
2107,2006,1T,807 1639 986 446,ECOLOGêA Y EDUCACIîN AMBIENTAL (B) INGLƒS BçSICO B GEOGRAFêA FêSICA Y AMBIENTAL PSICOLOGêA INDUSTRIAL,FIEC01545 FIEC03053 FIEC05355 FIEC05603
2107,2006,2T,154 15 936 1424,DISE„O Y CONTROL DE EMPAQUE PRODUCCIîN II (1997) GEOQUêMICA HERRAMIENTAS DE COLABORACIîN DIGITAL,FIEC05306 FIEC05546 FIEC05488 FIEC05462
2183,2001,2T,898 137 148 426,EDUCACIîN MUSICAL EVALUACIîN Y CONTROL DE LA CALIDAD ALIMENTARIA (IAL) TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA COMPORTAMIENTO ORGANIZACIONAL,FIEC04358 ICF00463 ICF00471 ICM00216
2183,2002,1T,580 138 416 428 722,DERECHO II TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA COMPORTAMIENTO ORGANIZACIONAL COMPORTAMIENTO ORGANIZACIONAL FIS.EXPERIMENTAL I,FIEC04341 ICF00489 ICM00604 ICM00646 ICM00901
2183,2002,2T,580 138 65 193,DERECHO II TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA INVESTIGACIîN DE OPERACIONES II INGLƒS AVANZADO B,FIEC04341 ICF00489 ICHE00877 ICQ00018
2183,2003,1T,168 197 788 397,INGLƒS BçSICO A INGLƒS BçSICO B ECOL.EDUC.AMB. INGENIERêA SANITARIA II,ICHE00885 FIEC01735 FIEC03012 ICHE01065
2183,2003,2T,461 1569 899 216 144,ADM. RURAL Y COMERCIALIZACIîN SISTEMAS DE INFORMACIîN COMUNICACIîN Y PRESENTACIONES EFECTIVAS INGLƒS AVANZADO A EVALUACIîN Y CONTROL DE LA CALIDAD ALIMENTARIA (IAL),FIEC00299 FIEC04366 FIEC04374 FIEC01800 FIEC03426
2183,2004,1T,195 787 463 1076 144,INGLƒS AVANZADO B TEC.EXP.ORAL Y ESCR. MARKETING ESTRATEGICO TƒCNICAS PICTîRICAS(SIST.MOD.DIS.GRçF.) EVALUACIîN Y CONTROL DE LA CALIDAD ALIMENTARIA (IAL),ICHE02675 FIEC01552 FIEC03319 FIEC00075 FIEC03426
2183,2004,2T,1350 1567 227 462 292 328,CULTIVO DE PLANCTON ECOLOGêA Y EDUCACIîN AMBIENTAL (B) CONTABILIDAD I (1998-3) MOD:EXTENS.RURAL Y COOPERAT. TEORêA DEL ARTE TEORêA DEL ARTE,FIEC04390 FIEC03459 FIEC05553 FIEC00745 FIEC01099 FIEC04382
2183,2005,1T,18 1638 16 460 631 986,DISE„O PARA MANUFACTURA INGLƒS AVANZADO A LOGêSTICA MOD:EXTENS.RURAL Y COOPERAT. RECUPERACION MEJORADA GEOGRAFêA FêSICA Y AMBIENTAL,FIEC02097 FIEC03046 FIEC01578 FIEC00679 ICHE03541 FIEC05355
2183,2005,2T,147 84 154 807 1639,TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA SISTEMAS DISTRIBUIDOS DISE„O Y CONTROL DE EMPAQUE ECOLOGêA Y EDUCACIîN AMBIENTAL (B) INGLƒS BçSICO B,ICM00166 ICHE02089 FIEC05306 FIEC01545 FIEC03053
2183,2006,1T,388 15 1505 446 936,INGENIERêA SANITARIA II PRODUCCIîN II (1997) ECOLOGêA Y EDUCACIîN AMBIENTAL (B) PSICOLOGêA INDUSTRIAL GEOQUêMICA,FIEC05579 FIEC05546 FIEC05884 FIEC05603 FIEC05488
2186,2001,2T,137 148 416 428 193,EVALUACIîN Y CONTROL DE LA CALIDAD ALIMENTARIA (IAL) TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA COMPORTAMIENTO ORGANIZACIONAL COMPORTAMIENTO ORGANIZACIONAL INGLƒS AVANZADO B,ICF00463 ICF00471 ICM00604 ICM00646 ICQ00018
2186,2002,1T,898 148 416 428 722,EDUCACIîN MUSICAL TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA COMPORTAMIENTO ORGANIZACIONAL COMPORTAMIENTO ORGANIZACIONAL FIS.EXPERIMENTAL I,FIEC04358 ICF00471 ICM00604 ICM00646 ICM00901
2186,2002,2T,148 416 428,TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA COMPORTAMIENTO ORGANIZACIONAL COMPORTAMIENTO ORGANIZACIONAL,ICF00471 ICM00604 ICM00646
2186,2003,1T,138 65 168 643 407,TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA INVESTIGACIîN DE OPERACIONES II INGLƒS BçSICO A RECUPERACION MEJORADA COMPORTAMIENTO ORGANIZACIONAL,ICF00489 ICHE00877 ICHE00885 ICM00653 ICHE00893
2186,2003,2T,580 898 215 643 722 193,DERECHO II EDUCACIîN MUSICAL INGLƒS AVANZADO B RECUPERACION MEJORADA FIS.EXPERIMENTAL I INGLƒS AVANZADO B,FIEC04341 FIEC04358 ICF00497 ICM00653 ICM00901 ICQ00018
2186,2004,1T,580 898 215 643,DERECHO II EDUCACIîN MUSICAL INGLƒS AVANZADO B RECUPERACION MEJORADA,FIEC04341 FIEC04358 ICF00497 ICM00653
2186,2004,2T,722 193 788,FIS.EXPERIMENTAL I INGLƒS AVANZADO B ECOL.EDUC.AMB.,ICM00901 ICQ00018 FIEC03012
2186,2005,1T,195 197 788 397 399,INGLƒS AVANZADO B INGLƒS BçSICO B ECOL.EDUC.AMB. INGENIERêA SANITARIA II INGENIERêA SANITARIA II,ICHE02675 FIEC01735 FIEC03012 ICHE01065 ICHE01545
2186,2006,1T,197 788 218,INGLƒS BçSICO B ECOL.EDUC.AMB. CUENTAS NACIONALES,FIEC01735 FIEC03012 FIEC04622
2186,2006,2T,84 461 227 447 407,SISTEMAS DISTRIBUIDOS ADM. RURAL Y COMERCIALIZACIîN CONTABILIDAD I (1998-3) COMPORTAMIENTO ORGANIZACIONAL COMPORTAMIENTO ORGANIZACIONAL,ICHE02089 FIEC00299 FIEC05553 FIEC04655 ICHE00893
2186,2007,1T,62 787 463 155 253 123,INVESTIGACIîN DE OPERACIONES I TEC.EXP.ORAL Y ESCR. MARKETING ESTRATEGICO QUêMICA ORGçNICA II SISTEMAS TƒRMICOS I EVALUACIîN Y CONTROL DE LA CALIDAD ALIMENTARIA (IAL),ICHE01966 FIEC01552 FIEC03319 FIEC02105 FIEC05231 ICHE00448
2186,2007,2T,18 1567 1638 388 631 247 1505,DISE„O PARA MANUFACTURA ECOLOGêA Y EDUCACIîN AMBIENTAL (B) INGLƒS AVANZADO A INGENIERêA SANITARIA II RECUPERACION MEJORADA TRANSFERENCIA DE CALOR II ECOLOGêA Y EDUCACIîN AMBIENTAL (B),FIEC02097 FIEC03459 FIEC03046 FIEC05579 ICHE03541 FMAR04093 FIEC05884
2186,2008,1T,1569 1567 154 17 1639 399,SISTEMAS DE INFORMACIîN ECOLOGêA Y EDUCACIîN AMBIENTAL (B) DISE„O Y CONTROL DE EMPAQUE PLANEAC.RECURSOS MANUFACTURA (IAPI) INGLƒS BçSICO B INGENIERêA SANITARIA II,FIEC04366 FIEC03459 FIEC05306 FIEC05645 FIEC03053 ICHE01545
2186,2008,2T,17 807 156 15 936,PLANEAC.RECURSOS MANUFACTURA (IAPI) ECOLOGêA Y EDUCACIîN AMBIENTAL (B) LAB.DE QUêMICA ORGçNICA II PRODUCCIîN II (1997) GEOQUêMICA,FIEC05645 FIEC01545 FIEC05322 FIEC05546 FIEC05488
2215,2001,1T,426 151 722,COMPORTAMIENTO ORGANIZACIONAL TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA FIS.EXPERIMENTAL I,ICM00216 ICM00794 ICM00901
2215,2001,2T,65 416 428,INVESTIGACIîN DE OPERACIONES II COMPORTAMIENTO ORGANIZACIONAL COMPORTAMIENTO ORGANIZACIONAL,ICHE00877 ICM00604 ICM00646
2215,2002,1T,397 681 146,INGENIERêA SANITARIA II TƒC.EXP.ORAL ESCRITA E INVESTIGACIîN (B) EVALUACIîN Y CONTROL DE LA CALIDAD ALIMENTARIA (IAL),ICHE01065 ICHE02469 ICHE02998
2215,2002,2T,168 643 722,INGLƒS BçSICO A RECUPERACION MEJORADA FIS.EXPERIMENTAL I,ICHE00885 ICM00653 ICM00901
2215,2003,1T,137 148 193,EVALUACIîN Y CONTROL DE LA CALIDAD ALIMENTARIA (IAL) TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA INGLƒS AVANZADO B,ICF00463 ICF00471 ICQ00018
2215,2004,1T,580 138 722,DERECHO II TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA FIS.EXPERIMENTAL I,FIEC04341 ICF00489 ICM00901
2215,2004,2T,898 297 1084 1372,EDUCACIîN MUSICAL PATRIMONIO CULTURAL PREHISPçNICO TƒCNICAS PICTîRICAS(SIST.MOD.DIS.GRçF.) FISIOLOG.CRUST.MOLUSCOS,FIEC04358 ICM00158 FIEC01776 ICHE03533
2215,2005,1T,138 172 195 788 399,TOXICOLOGêA Y LEGISLACIîN ALIMENTARIA INGLƒS BçSICO B INGLƒS AVANZADO B ECOL.EDUC.AMB. INGENIERêA SANITARIA II,ICF00489 ICHE01438 ICHE02675 FIEC03012 ICHE01545
2215,2005,2T,788 84 16 247 358,ECOL.EDUC.AMB. SISTEMAS DISTRIBUIDOS LOGêSTICA TRANSFERENCIA DE CALOR II ETNOGRAFêA Y FOLKLOR,FIEC03012 ICHE02089 FIEC01578 FMAR04093 ICF00703
2215,2006,1T,197 84 275 218,INGLƒS BçSICO B SISTEMAS DISTRIBUIDOS TEORêA DEL ARTE CUENTAS NACIONALES,FIEC01735 ICHE02089 ICHE02709 FIEC04622
2215,2006,2T,461 1569 787 40 123,ADM. RURAL Y COMERCIALIZACIîN SISTEMAS DE INFORMACIîN TEC.EXP.ORAL Y ESCR. LOGêSTICA I EVALUACIîN Y CONTROL DE LA CALIDAD ALIMENTARIA (IAL),FIEC00299 FIEC04366 FIEC01552 CELEX00083 ICHE00448
2215,2007,1T,62 463 1567 227 154,INVESTIGACIîN DE OPERACIONES I MARKETING ESTRATEGICO ECOLOGêA Y EDUCACIîN AMBIENTAL (B) CONTABILIDAD I (1998-3) DISE„O Y CONTROL DE EMPAQUE,ICHE01966 FIEC03319 FIEC03459 FIEC05553 FIEC05306
2215,2007,2T,100 18 1638,TƒCNICAS DE IMPRESIîN DISE„O PARA MANUFACTURA INGLƒS AVANZADO A,ICHE01982 FIEC02097 FIEC03046
